Time	Overall Cx
0.000000000000	0.000000000000
0.000555555556	46.152223434614
0.001111111111	16.199557971045
0.001666666667	6.351880130110
0.002222222222	8.764246647072
0.002777777778	6.917621316183
0.003333333333	3.539730766522
0.003888888889	1.872815019012
0.004444444444	1.264190620720
0.005000000000	1.224627463557
0.005555555556	1.643460018652
0.006111111111	2.154797140680
0.006666666667	2.641285268385
0.007222222222	2.735109174332
0.007777777778	2.532596036693
0.008333333333	2.193179470819
0.008888888889	1.821170434604
0.009444444444	1.554479600426
0.010000000000	1.440402731447
0.010555555556	1.417384862495
0.011111111111	1.493690310891
0.011666666667	1.639205348655
0.012222222222	1.775793736387
0.012777777778	1.841726193648
0.013333333333	1.763319750442
0.013888888889	1.563631813226
0.014444444444	1.343066811961
0.015000000000	1.169652665992
0.015555555556	1.114318155543
0.016111111111	1.180914274623
0.016666666667	1.296816797435
0.017222222222	1.424750840285
0.017777777778	1.505670172513
0.018333333333	1.507648840036
0.018888888889	1.438419883216
0.019444444444	1.335235927227
0.020000000000	1.209657924022
0.020555555556	1.129356187626
0.021111111111	1.114479062706
0.021666666667	1.155457379009
0.022222222222	1.236763195947
0.022777777778	1.317665746908
0.023333333333	1.353960704586
0.023888888889	1.329480249282
0.024444444444	1.258150156006
0.025000000000	1.170116421848
0.025555555556	1.125576808871
0.026111111111	1.110645396040
0.026666666667	1.137480480978
0.027222222222	1.174681846854
0.027777777778	1.220299454280
0.028333333333	1.246354438527
0.028888888889	1.239771346188
0.029444444444	1.216371028467
0.030000000000	1.191156631930
0.030555555556	1.160756979644
0.031111111111	1.140051134208
0.031666666667	1.132941118881
0.032222222222	1.144908048199
0.032777777778	1.171535395170
0.033333333333	1.201262831703
0.033888888889	1.219619963828
0.034444444444	1.217715091319
0.035000000000	1.196827524271
0.035555555556	1.166096851987
0.036111111111	1.138467745591
0.036666666667	1.126480601380
0.037222222222	1.129304245727
0.037777777778	1.145299707943
0.038333333333	1.166772522951
0.038888888889	1.175328189227
0.039444444444	1.179374570246
0.040000000000	1.181309232666
0.040555555556	1.172850284402
0.041111111111	1.160918186643
0.041666666667	1.151788184074
0.042222222222	1.148391720952
0.042777777778	1.152196939099
0.043333333333	1.161801208912
0.043888888889	1.172851744237
0.044444444444	1.182564967118
0.045000000000	1.187630564776
0.045555555556	1.186188562083
0.046111111111	1.181444674883
0.046666666667	1.176021987806
0.047222222222	1.166705217584
0.047777777778	1.167955247985
0.048333333333	1.178067413088
0.048888888889	1.188528758259
0.049444444444	1.195924110508
0.050000000000	1.198257714034
0.050555555556	1.194124667959
0.051111111111	1.185891966387
0.051666666667	1.176625407753
0.052222222222	1.165243997015
0.052777777778	1.158527068715
0.053333333333	1.155487767700
0.053888888889	1.153379600292
0.054444444444	1.153039812936
0.055000000000	1.153752132776
0.055555555556	1.147535954469
0.056111111111	1.139985397137
0.056666666667	1.138083624511
0.057222222222	1.137473263207
0.057777777778	1.137228589856
0.058333333333	1.136834055315
0.058888888889	1.140813007746
0.059444444444	1.142677673477
0.060000000000	1.143068079185
0.060555555556	1.135523660200
0.061111111111	1.135543463539
0.061666666667	1.143345710167
0.062222222222	1.144672468742
0.062777777778	1.140147784227
