Time,Counter
4.962,0
4.962,-1
4.962,-1
4.996,-1
4.996,-1
4.996,-2
4.996,-2
4.996,-3
4.996,-3
4.996,-4
4.996,-4
5.030,-5
5.030,-8
5.030,-23
5.030,-51
5.030,-87
5.030,-128
5.064,-182
5.064,-239
5.064,-297
5.064,-354
5.064,-404
5.064,-441
5.099,-469
5.099,-490
5.099,-504
5.099,-515
5.099,-523
5.132,-528
5.132,-532
5.132,-534
5.132,-534
