Time,Counter
1.374,0
1.374,-3
1.374,-13
1.374,-33
1.374,-60
1.408,-92
1.408,-128
1.408,-175
1.408,-227
1.408,-281
1.443,-338
1.443,-397
1.443,-457
1.443,-519
1.443,-582
1.443,-638
1.477,-672
1.477,-683
1.477,-676
1.477,-654
1.477,-621
1.511,-588
1.511,-570
1.511,-571
1.511,-587
1.511,-615
1.546,-644
1.546,-658
1.546,-650
1.546,-628
1.546,-601
1.546,-589
1.581,-595
1.581,-607
1.581,-616
1.581,-623
1.581,-627
1.616,-629
1.616,-631
1.616,-631
1.616,-631
